id	kcat_fwd	kcat_bkwd	mw_fwd	mw_bkwd
10FTHFtl	25.0	25.0	85300.0	85300.0
10FTHFtm	25.0	25.0	85300.0	85300.0
11DOCRTSLtm	25.0	25.0	85300.0	85300.0
11DOCRTSLtr	25.0	25.0	85300.0	85300.0
11DOCRTSTRNtm	25.0	25.0	85300.0	85300.0
11DOCRTSTRNtr	25.0	25.0	85300.0	85300.0
1MNCAMti	25.0	25.0	85300.0	85300.0
1PPDCRp	25.0	25.0	85300.0	85300.0
24_25DHVITD2t	25.0	25.0	85300.0	85300.0
24_25DHVITD2tm	25.0	25.0	85300.0	85300.0
24_25DHVITD3t	25.0	25.0	85300.0	85300.0
24_25DHVITD3tm	25.0	25.0	85300.0	85300.0
24NPHte	25.0	25.0	85300.0	85300.0
25HVITD2t	25.0	25.0	85300.0	85300.0
25HVITD2tm	25.0	25.0	85300.0	85300.0
25HVITD3t	25.0	25.0	85300.0	85300.0
25HVITD3tm	25.0	25.0	85300.0	85300.0
2AMACSULT	25.0	25.0	85300.0	85300.0
2DR1PP	25.0	25.0	53000.0	53000.0
2MB2COAc	25.0	25.0	85300.0	85300.0
2MCITt	25.0	25.0	85300.0	85300.0
34DHOXPEGt	25.0	25.0	85300.0	85300.0
34DHPHELAT1tc	25.0	25.0	85300.0	85300.0
34HPLFM	25.0	25.0	85300.0	85300.0
34HPPte	25.0	25.0	85300.0	85300.0
35CGMPtn	25.0	25.0	85300.0	85300.0
3AIB_Dtm	25.0	25.0	85300.0	85300.0
3AIBt	25.0	25.0	85300.0	85300.0
3AIBtm	25.0	25.0	85300.0	85300.0
3DPHBH1	25.0	25.0	85300.0	85300.0
3DPHBH2	25.0	25.0	85300.0	85300.0
3HBCOARc	25.0	25.0	85300.0	85300.0
3MLDAt	25.0	25.0	85300.0	85300.0
3MOBt2im	25.0	25.0	85300.0	85300.0
3MOBte	25.0	25.0	85300.0	85300.0
3MOPt2im	25.0	25.0	85300.0	85300.0
3MOPte	25.0	25.0	85300.0	85300.0
3SALAOX	25.0	25.0	85300.0	85300.0
3SPYRSP	25.0	25.0	85300.0	85300.0
3SPYRSPm	25.0	25.0	85300.0	85300.0
4ABUTtm	25.0	25.0	85300.0	85300.0
4HBZCOAFm	25.0	25.0	85300.0	85300.0
4HBZFm	25.0	25.0	85300.0	85300.0
4HDEBRISOQUINEte	25.0	25.0	85300.0	85300.0
4HPRO_LTte	25.0	25.0	85300.0	85300.0
4MOPt2im	25.0	25.0	85300.0	85300.0
4MOPte	25.0	25.0	85300.0	85300.0
4MPTNLte	25.0	25.0	85300.0	85300.0
4MPTNLtm	25.0	25.0	85300.0	85300.0
4MTOLBUTAMIDEte	25.0	25.0	85300.0	85300.0
4NPHSFte	25.0	25.0	85300.0	85300.0
4NPHte	25.0	25.0	85300.0	85300.0
4OHPROIMINOtc	25.0	25.0	85300.0	85300.0
4PYRDX	25.0	25.0	85300.0	85300.0
5ADTSTSTERONEGLCtr	25.0	25.0	85300.0	85300.0
5ADTSTSTERONESte	25.0	25.0	85300.0	85300.0
5ADTSTSTERONEte	25.0	25.0	85300.0	85300.0
5ADTSTSTERONEtr	25.0	25.0	85300.0	85300.0
5AOPtm	25.0	25.0	85300.0	85300.0
5DHFtl	25.0	25.0	85300.0	85300.0
5HOMEPRAZOLEte	25.0	25.0	85300.0	85300.0
5MTAte	25.0	25.0	85300.0	85300.0
5OXPROt	25.0	25.0	85300.0	85300.0
5THFtl	25.0	25.0	85300.0	85300.0
5THFtm	25.0	25.0	85300.0	85300.0
6DHFtl	25.0	25.0	85300.0	85300.0
6DHFtm	25.0	25.0	85300.0	85300.0
6HTSTSTERONEte	25.0	25.0	85300.0	85300.0
6HTSTSTERONEtr	25.0	25.0	85300.0	85300.0
6THFtl	25.0	25.0	85300.0	85300.0
6THFtm	25.0	25.0	85300.0	85300.0
7DHCHSTEROLtr	25.0	25.0	85300.0	85300.0
7DHFtl	25.0	25.0	85300.0	85300.0
7DHFtm	25.0	25.0	85300.0	85300.0
7THFtl	25.0	25.0	85300.0	85300.0
7THFtm	25.0	25.0	85300.0	85300.0
AACTtm	25.0	25.0	85300.0	85300.0
ABTD	20.2	25.0	152000.0	85300.0
ABTti	25.0	25.0	85300.0	85300.0
ACACtx	25.0	25.0	85300.0	85300.0
ACALDt	25.0	25.0	85300.0	85300.0
ACALDtm	25.0	25.0	85300.0	85300.0
ACALDtx	25.0	25.0	85300.0	85300.0
ACCOAtn	25.0	25.0	85300.0	85300.0
ACGAGBSIDEtg_cho	25.0	25.0	85300.0	85300.0
ACGAGBSIDEtl_cho	25.0	25.0	85300.0	85300.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_cho	25.0	25.0	85300.0	85300.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_cho	25.0	25.0	85300.0	85300.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_cho	25.0	25.0	85300.0	85300.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_cho	25.0	25.0	85300.0	85300.0
ACGALK2	25.0	25.0	85300.0	85300.0
ACGALtly	25.0	25.0	85300.0	85300.0
ACGAMtly	25.0	25.0	85300.0	85300.0
ACHtn	25.0	25.0	85300.0	85300.0
ACN13ACNGALGBSIDEte_cho	25.0	25.0	85300.0	85300.0
ACN13ACNGALGBSIDEtg_cho	25.0	25.0	85300.0	85300.0
ACN23ACNGALGBSIDEte_cho	25.0	25.0	85300.0	85300.0
ACN23ACNGALGBSIDEtg_cho	25.0	25.0	85300.0	85300.0
ACNACNGAL14ACGLCGALGLUSIDEte_cho	25.0	25.0	85300.0	85300.0
ACNACNGAL14ACGLCGALGLUSIDEtg_cho	25.0	25.0	85300.0	85300.0
ACNACNGALGBSIDEte_cho	25.0	25.0	85300.0	85300.0
ACNACNGALGBSIDEtg_cho	25.0	25.0	85300.0	85300.0
ACNAMtn	25.0	25.0	85300.0	85300.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_cho	25.0	25.0	85300.0	85300.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_cho	25.0	25.0	85300.0	85300.0
ADCim	1560.0	1560.0	280000.0	280000.0
ADNK1m	25.5	25.5	39125.0	39125.0
ADNK3	25.0	25.0	85300.0	85300.0
ADNK4	25.0	25.0	85300.0	85300.0
ADPACDAc	25.0	25.0	85300.0	85300.0
ADPACTD	25.0	25.0	85300.0	85300.0
ADPCOACROT	25.0	25.0	85300.0	85300.0
ADPCOAPTE	25.0	25.0	85300.0	85300.0
ADPtx	25.0	25.0	85300.0	85300.0
ADRNCOAtx	25.0	25.0	85300.0	85300.0
ADRNt	25.0	25.0	85300.0	85300.0
AFLATOXINte	25.0	25.0	85300.0	85300.0
AHCYStd	25.0	25.0	85300.0	85300.0
AHCYSte	25.0	25.0	85300.0	85300.0
AHCYStr	25.0	25.0	85300.0	85300.0
AICARte	25.0	25.0	85300.0	85300.0
AK2LGCHOLt_cho	25.0	25.0	85300.0	85300.0
ALA_DTDe	25.0	25.0	85300.0	85300.0
ALAALACNc	25.0	25.0	85300.0	85300.0
ALAALAPEPT1tc	25.0	25.0	85300.0	85300.0
ALAATB0tc	25.0	25.0	85300.0	85300.0
ALAyLATthc	25.0	25.0	85300.0	85300.0
ALDSTRNte	25.0	25.0	85300.0	85300.0
ALDSTRNtm	25.0	25.0	85300.0	85300.0
AMCOXO	25.0	25.0	85300.0	85300.0
AMETr	25.0	25.0	85300.0	85300.0
AMETtd	25.0	25.0	85300.0	85300.0
AMPtp	25.0	25.0	85300.0	85300.0
ANDRSTRNGLCtr	25.0	25.0	85300.0	85300.0
ANDRSTRNte	25.0	25.0	85300.0	85300.0
ANDRSTRNtr	25.0	25.0	85300.0	85300.0
ANTHte	25.0	25.0	85300.0	85300.0
ANTIPYRENEte	25.0	25.0	85300.0	85300.0
AOBUTDsm	25.0	25.0	85300.0	85300.0
APNNOXte	25.0	25.0	85300.0	85300.0
APOC_LYS_BTNP	25.0	25.0	85300.0	85300.0
APOC_LYS_BTNPm	25.0	25.0	85300.0	85300.0
APOCF	25.0	25.0	85300.0	85300.0
APOCFm	25.0	25.0	85300.0	85300.0
APPNNte	25.0	25.0	85300.0	85300.0
APRGSTRNte	25.0	25.0	85300.0	85300.0
ARAB_Lt	25.0	25.0	85300.0	85300.0
ARACHCOAtx	25.0	25.0	85300.0	85300.0
ARACHDCOAtx	25.0	25.0	85300.0	85300.0
ARACHDt2	25.0	25.0	85300.0	85300.0
ARACHDtr	25.0	25.0	85300.0	85300.0
ARACHFATPc	25.0	25.0	85300.0	85300.0
ARACHt	25.0	25.0	85300.0	85300.0
ARGATB0tc	25.0	25.0	85300.0	85300.0
ARTCOAL1_cho	25.0	25.0	85300.0	85300.0
ARTCOAL2_cho	25.0	25.0	85300.0	85300.0
ARTCOAL3_cho	25.0	25.0	85300.0	85300.0
ARTFR11_cho	25.0	25.0	85300.0	85300.0
ARTFR12_cho	25.0	25.0	85300.0	85300.0
ARTFR13_cho	25.0	25.0	85300.0	85300.0
ARTFR202_cho	25.0	25.0	85300.0	85300.0
ARTFR203_cho	25.0	25.0	85300.0	85300.0
ARTFR204_cho	25.0	25.0	85300.0	85300.0
ARTFR205_cho	25.0	25.0	85300.0	85300.0
ARTFR206_cho	25.0	25.0	85300.0	85300.0
ARTFR207_cho	25.0	25.0	85300.0	85300.0
ARTFR208_cho	25.0	25.0	85300.0	85300.0
ARTFR209_cho	25.0	25.0	85300.0	85300.0
ARTFR210_cho	25.0	25.0	85300.0	85300.0
ARTFR211_cho	25.0	25.0	85300.0	85300.0
ARTFR212_cho	25.0	25.0	85300.0	85300.0
ARTFR213_cho	25.0	25.0	85300.0	85300.0
ARTFR31_cho	25.0	25.0	85300.0	85300.0
ARTFR32_cho	25.0	25.0	85300.0	85300.0
ARTFR34_cho	25.0	25.0	85300.0	85300.0
ARTFR41_cho	25.0	25.0	85300.0	85300.0
ARTFR42_cho	25.0	25.0	85300.0	85300.0
ARTFR44_cho	25.0	25.0	85300.0	85300.0
ARTFR45_cho	25.0	25.0	85300.0	85300.0
ARTFR46_cho	25.0	25.0	85300.0	85300.0
ARTFR52_cho	25.0	25.0	85300.0	85300.0
ARTFR53_cho	25.0	25.0	85300.0	85300.0
ARTFR54_cho	25.0	25.0	85300.0	85300.0
ARTFR55_cho	25.0	25.0	85300.0	85300.0
ARTFR56_cho	25.0	25.0	85300.0	85300.0
ARTFR57_cho	25.0	25.0	85300.0	85300.0
ARTFR61_cho	25.0	25.0	85300.0	85300.0
ARTPLM1	25.0	25.0	85300.0	85300.0
ARTPLM1m	25.0	25.0	85300.0	85300.0
ARTPLM2	25.0	25.0	85300.0	85300.0
ARTPLM2m	25.0	25.0	85300.0	85300.0
ARTPLM3	25.0	25.0	85300.0	85300.0
ARTPLM3m	25.0	25.0	85300.0	85300.0
ASCBOX	25.0	25.0	85300.0	85300.0
ASCBSVCTtc	25.0	25.0	85300.0	85300.0
ASCBt	25.0	25.0	85300.0	85300.0
Asn_X_Ser_Thrtr	25.0	25.0	85300.0	85300.0
ASNATB0tc	25.0	25.0	85300.0	85300.0
ASNtm	25.0	25.0	85300.0	85300.0
ASPDTDe	25.0	25.0	85300.0	85300.0
ASPDxt	25.0	25.0	85300.0	85300.0
ASPte	25.0	25.0	85300.0	85300.0
ATP1ter	25.0	25.0	85300.0	85300.0
ATP2ter	25.0	25.0	85300.0	85300.0
ATPtn	25.0	25.0	85300.0	85300.0
ATPtx	25.0	25.0	85300.0	85300.0
AVITE1t	25.0	25.0	85300.0	85300.0
AVITE2t	25.0	25.0	85300.0	85300.0
BALABETAtc	25.0	25.0	85300.0	85300.0
BALAPAT1tc	25.0	25.0	85300.0	85300.0
BALAtmr	25.0	25.0	85300.0	85300.0
BCRNe	25.0	25.0	85300.0	85300.0
BGLUGCHe	25.0	25.0	85300.0	85300.0
BGLUTCHLe	25.0	25.0	85300.0	85300.0
BGLUTDECHOe	25.0	25.0	85300.0	85300.0
BHBt	25.0	25.0	85300.0	85300.0
BHBtm	25.0	25.0	85300.0	85300.0
BILDGLCURtr	25.0	25.0	85300.0	85300.0
BILIRUBtr	25.0	25.0	85300.0	85300.0
BIOCYTtn	25.0	25.0	85300.0	85300.0
BTNTe	25.0	25.0	85300.0	85300.0
BTNtn	25.0	25.0	85300.0	85300.0
BVITEt	25.0	25.0	85300.0	85300.0
C10DCc	25.0	25.0	85300.0	85300.0
C10DCCACT	25.0	25.0	85300.0	85300.0
C10DCe	25.0	25.0	85300.0	85300.0
C12OHc	25.0	25.0	85300.0	85300.0
C14OHc	25.0	25.0	85300.0	85300.0
C16OHc	25.0	25.0	85300.0	85300.0
C16txc	25.0	25.0	85300.0	85300.0
C204CRNt	25.0	25.0	85300.0	85300.0
C226COAtx	25.0	25.0	85300.0	85300.0
C2tcx	25.0	25.0	85300.0	85300.0
C30CPT1	25.0	25.0	85300.0	85300.0
C40CPT1	25.0	25.0	85300.0	85300.0
C4CRNCPT2	25.0	25.0	85300.0	85300.0
C4CRNe	25.0	25.0	85300.0	85300.0
C4OHc	25.0	25.0	85300.0	85300.0
C4tmc	25.0	25.0	85300.0	85300.0
C50CPT1	25.0	25.0	85300.0	85300.0
C51CPT1	25.0	25.0	85300.0	85300.0
C6DCc	25.0	25.0	85300.0	85300.0
C6DCCACT	25.0	25.0	85300.0	85300.0
C80CPT1	25.0	25.0	85300.0	85300.0
C8CRNe	25.0	25.0	85300.0	85300.0
C8DCc	25.0	25.0	85300.0	85300.0
C9BRxtc	25.0	25.0	85300.0	85300.0
CAROtr	25.0	25.0	85300.0	85300.0
CARPEPT1tc	25.0	25.0	85300.0	85300.0
CARVEOLte	25.0	25.0	85300.0	85300.0
CBASPte	25.0	25.0	85300.0	85300.0
CDPDAGtm_cho	25.0	25.0	85300.0	85300.0
CHLtm	25.0	25.0	85300.0	85300.0
CHOLESTTDe	25.0	25.0	85300.0	85300.0
CHOLPtg	25.0	25.0	85300.0	85300.0
CHOLPtl	25.0	25.0	85300.0	85300.0
CHOLtg	25.0	25.0	85300.0	85300.0
CHOLtn	25.0	25.0	85300.0	85300.0
CHOLtr	25.0	25.0	85300.0	85300.0
CHSTEROLt2	25.0	25.0	85300.0	85300.0
CHSTEROLt3	25.0	25.0	85300.0	85300.0
CHSTEROLtrc	25.0	25.0	85300.0	85300.0
CLPNDCOAtx	25.0	25.0	85300.0	85300.0
CLPNDt	25.0	25.0	85300.0	85300.0
CMPACNAtn	25.0	25.0	85300.0	85300.0
CO2ter	25.0	25.0	85300.0	85300.0
CO2tm	25.0	25.0	85300.0	85300.0
CO2tp	25.0	25.0	85300.0	85300.0
COAtg	25.0	25.0	85300.0	85300.0
COAtn	25.0	25.0	85300.0	85300.0
COAtp	25.0	25.0	85300.0	85300.0
COAtr	25.0	25.0	85300.0	85300.0
COQ5m	25.0	25.0	85300.0	85300.0
Coqe	25.0	25.0	85300.0	85300.0
CORE5GTg	25.0	25.0	85300.0	85300.0
CORE7GTg	25.0	25.0	85300.0	85300.0
CORE8GTg	25.0	25.0	85300.0	85300.0
COt	25.0	25.0	85300.0	85300.0
COUCOAFm	25.0	25.0	85300.0	85300.0
COUMARINte	25.0	25.0	85300.0	85300.0
CREATtmdiffir	25.0	25.0	85300.0	85300.0
CRMPte_cho	25.0	25.0	85300.0	85300.0
CRNCAR3tp	25.0	25.0	85300.0	85300.0
CRNCARtp	25.0	25.0	85300.0	85300.0
CRNrtx	25.0	25.0	85300.0	85300.0
CRTSLt	25.0	25.0	85300.0	85300.0
CRTSLtm	25.0	25.0	85300.0	85300.0
CRTSTRNt	25.0	25.0	85300.0	85300.0
CRTSTRNtm	25.0	25.0	85300.0	85300.0
CRVNCtr	25.0	25.0	85300.0	85300.0
CSAPASEly	25.0	25.0	85300.0	85300.0
CSBPASEly	25.0	25.0	85300.0	85300.0
CSCPASEly	25.0	25.0	85300.0	85300.0
CSDPASEly	25.0	25.0	85300.0	85300.0
CSEPASEly	25.0	25.0	85300.0	85300.0
CSND	185.0	185.0	141000.0	141000.0
CSPG_Atly	25.0	25.0	85300.0	85300.0
CSPG_Btly	25.0	25.0	85300.0	85300.0
CSPG_Ctly	25.0	25.0	85300.0	85300.0
CSPG_Dtly	25.0	25.0	85300.0	85300.0
CSPG_Etly	25.0	25.0	85300.0	85300.0
CTPtn	25.0	25.0	85300.0	85300.0
CYANt	25.0	25.0	85300.0	85300.0
CYANtm	25.0	25.0	85300.0	85300.0
CYSAMOe	25.0	25.0	85300.0	85300.0
CYSATB0tc	25.0	25.0	85300.0	85300.0
CYSGLTH	25.0	25.0	150000.0	85300.0
CYSPHELAT2tc	25.0	25.0	85300.0	85300.0
CYSSNAT5tc	25.0	25.0	85300.0	85300.0
CYSTALArBATtc	25.0	25.0	85300.0	85300.0
CYSTLEUrBATtc	25.0	25.0	85300.0	85300.0
CYTDK2m	25.0	25.0	85300.0	85300.0
CYTDtn	25.0	25.0	85300.0	85300.0
D_3AIBt	25.0	25.0	85300.0	85300.0
D3AIBTm	25.0	25.0	200000.0	85300.0
DADNt4	25.0	25.0	85300.0	85300.0
DAG_CHOter	25.0	25.0	85300.0	85300.0
DAGt_cho	25.0	25.0	85300.0	85300.0
DALAxt	25.0	25.0	85300.0	85300.0
DATPtm_cho	25.0	25.0	85300.0	85300.0
DATPtn	25.0	25.0	85300.0	85300.0
DCATDc	25.0	25.0	85300.0	85300.0
DCATDr	25.0	25.0	85300.0	85300.0
DCSPTN1COAtx	25.0	25.0	85300.0	85300.0
DCSPTN1COAtxc	25.0	25.0	85300.0	85300.0
DCSPTN1t	25.0	25.0	85300.0	85300.0
DCTPtm_cho	25.0	25.0	85300.0	85300.0
DCTPtn	25.0	25.0	85300.0	85300.0
DCYTt	25.0	25.0	85300.0	85300.0
DDCRNe	25.0	25.0	85300.0	85300.0
DECDPtm	25.0	25.0	85300.0	85300.0
DESAT22_1p	25.0	25.0	47500.0	47500.0
DESAT22_2p	25.0	25.0	47500.0	47500.0
DGCHOLte	25.0	25.0	85300.0	85300.0
DGCHOLtx	25.0	25.0	85300.0	85300.0
DGK2m	51.0	25.0	21855.0	85300.0
DGSNt	25.0	25.0	85300.0	85300.0
DGSNtm	25.0	25.0	85300.0	85300.0
DGTPtm_cho	25.0	25.0	85300.0	85300.0
DGTPtn	25.0	25.0	85300.0	85300.0
DGULND	25.0	25.0	85300.0	85300.0
DHAPtc	25.0	25.0	85300.0	85300.0
DHCHOLESTANATEtm	25.0	25.0	85300.0	85300.0
DHEAtr	25.0	25.0	85300.0	85300.0
DHFtl	25.0	25.0	85300.0	85300.0
DHFtm	25.0	25.0	85300.0	85300.0
DHPR2	25.0	25.0	85300.0	85300.0
DIDPtn	25.0	25.0	85300.0	85300.0
DIGALSGALSIDEte_cho	25.0	25.0	85300.0	85300.0
DIGALSGALSIDEtg_cho	25.0	25.0	85300.0	85300.0
DIGALSIDEtg_cho	25.0	25.0	85300.0	85300.0
DIGALSIDEtl_cho	25.0	25.0	85300.0	85300.0
DINt	25.0	25.0	85300.0	85300.0
DITPtn	25.0	25.0	85300.0	85300.0
DLNLCGt	25.0	25.0	85300.0	85300.0
DM_13_cis_oretn_n_	25.0	25.0	85300.0	85300.0
DM_13_cis_retn_n_	25.0	25.0	85300.0	85300.0
DM_Asn_X_Ser_Thr_ly_	25.0	25.0	85300.0	85300.0
DM_datp_m_	25.0	25.0	85300.0	85300.0
DM_datp_n_	25.0	25.0	85300.0	85300.0
DM_dctp_m_	25.0	25.0	85300.0	85300.0
DM_dctp_n_	25.0	25.0	85300.0	85300.0
DM_dgtp_m_	25.0	25.0	85300.0	85300.0
DM_dgtp_n_	25.0	25.0	85300.0	85300.0
DM_dttp_n_	25.0	25.0	85300.0	85300.0
DM_gpi_sig_er_	25.0	25.0	85300.0	85300.0
DM_hretn_n_	25.0	25.0	85300.0	85300.0
DM_oretn_n_	25.0	25.0	85300.0	85300.0
DM_Ser_Gly_Ala_X_Gly_ly_	25.0	25.0	85300.0	85300.0
DM_Ser_Thr_ly_	25.0	25.0	85300.0	85300.0
DMANTIPYRINEte	25.0	25.0	85300.0	85300.0
DMGtm	25.0	25.0	85300.0	85300.0
DMNONCOACRNCPT1	25.0	25.0	85300.0	85300.0
DNADtn	25.0	25.0	85300.0	85300.0
DOCOSACT	25.0	25.0	85300.0	85300.0
DOLGLCP_ter	25.0	25.0	85300.0	85300.0
DOLGPP_er	25.0	25.0	85300.0	85300.0
DOLICHOL_ter	25.0	25.0	85300.0	85300.0
DOLMANP_ter	25.0	25.0	85300.0	85300.0
DOLP_ter	25.0	25.0	85300.0	85300.0
DOLPH_er	25.0	25.0	85300.0	85300.0
DOLPMT2_er	25.0	25.0	85300.0	85300.0
DOLPMT4_er	25.0	25.0	85300.0	85300.0
DOPAQNISO1	25.0	25.0	85300.0	85300.0
DOPASFt	25.0	25.0	85300.0	85300.0
DPCOAPPe	25.0	25.0	85300.0	85300.0
DPHMBDCm	25.0	25.0	85300.0	85300.0
DRIBt	25.0	25.0	85300.0	85300.0
DTDPtn	25.0	25.0	85300.0	85300.0
DTMPKm	25.0	25.0	85300.0	85300.0
DTTPtm_cho	25.0	25.0	85300.0	85300.0
DTTPtn	25.0	25.0	85300.0	85300.0
DUDPtn	25.0	25.0	85300.0	85300.0
DUMPtn	25.0	25.0	85300.0	85300.0
DURIt	25.0	25.0	85300.0	85300.0
DURItn	25.0	25.0	85300.0	85300.0
EAFLATOXINte	25.0	25.0	85300.0	85300.0
EBASTINEOHte	25.0	25.0	85300.0	85300.0
EBASTINEOHtr	25.0	25.0	85300.0	85300.0
EBASTINEte	25.0	25.0	85300.0	85300.0
EBASTINEtr	25.0	25.0	85300.0	85300.0
EICOSTETt	25.0	25.0	85300.0	85300.0
ELAIDt	25.0	25.0	85300.0	85300.0
ENGASE2ly	25.0	25.0	55000.0	55000.0
ENGASE3ly	25.0	25.0	55000.0	55000.0
ENGASEly	25.0	25.0	55000.0	55000.0
ESTRADIOLGLCtr	25.0	25.0	85300.0	85300.0
ESTRADIOLt	25.0	25.0	85300.0	85300.0
ESTRADIOLtr	25.0	25.0	85300.0	85300.0
ESTRONEGLCtr	25.0	25.0	85300.0	85300.0
ESTRONEtr	25.0	25.0	85300.0	85300.0
ETOHt	25.0	25.0	85300.0	85300.0
ETOHtx	25.0	25.0	85300.0	85300.0
EX_10fthf_e_	25.0	25.0	85300.0	85300.0
EX_10fthf5glu_e_	25.0	25.0	85300.0	85300.0
EX_10fthf6glu_e_	25.0	25.0	85300.0	85300.0
EX_10fthf7glu_e_	25.0	25.0	85300.0	85300.0
EX_11_cis_retfa_e_	25.0	25.0	85300.0	85300.0
EX_13_cis_retnglc_e_	25.0	25.0	85300.0	85300.0
EX_1glyc_cho_e_	25.0	25.0	85300.0	85300.0
EX_1mncam_e_	25.0	25.0	85300.0	85300.0
EX_23cump_e_	25.0	25.0	85300.0	85300.0
EX_2425dhvitd2_e_	25.0	25.0	85300.0	85300.0
EX_2425dhvitd3_e_	25.0	25.0	85300.0	85300.0
EX_24nph_e_	25.0	25.0	85300.0	85300.0
EX_25hvitd2_e_	25.0	25.0	85300.0	85300.0
EX_25hvitd3_e_	25.0	25.0	85300.0	85300.0
EX_2hb_e_	25.0	25.0	85300.0	85300.0
EX_2mcit_e_	25.0	25.0	85300.0	85300.0
EX_34dhoxpeg_e_	25.0	25.0	85300.0	85300.0
EX_34dhphe_e_	25.0	25.0	85300.0	85300.0
EX_34hpp	25.0	25.0	85300.0	85300.0
EX_35cgmp_e_	25.0	25.0	85300.0	85300.0
EX_3aib_D_e_	25.0	25.0	85300.0	85300.0
EX_3aib_e_	25.0	25.0	85300.0	85300.0
EX_3bcrn	25.0	25.0	85300.0	85300.0
EX_3ddcrn	25.0	25.0	85300.0	85300.0
EX_3hexdcrn	25.0	25.0	85300.0	85300.0
EX_3mlda_e_	25.0	25.0	85300.0	85300.0
EX_3mob_e_	25.0	25.0	85300.0	85300.0
EX_3mop_e_	25.0	25.0	85300.0	85300.0
EX_3tdcrn	25.0	25.0	85300.0	85300.0
EX_3ump_e_	25.0	25.0	85300.0	85300.0
EX_4abut_e_	25.0	25.0	85300.0	85300.0
EX_4abutn_e_	25.0	25.0	85300.0	85300.0
EX_4hdebrisoquine_e_	25.0	25.0	85300.0	85300.0
EX_4hphac_e_	25.0	25.0	85300.0	85300.0
EX_4hpro_e_	25.0	25.0	85300.0	85300.0
EX_4mop_e_	25.0	25.0	85300.0	85300.0
EX_4mptnl_e_	25.0	25.0	85300.0	85300.0
EX_4mtolbutamide_e_	25.0	25.0	85300.0	85300.0
EX_4nph_e_	25.0	25.0	85300.0	85300.0
EX_4nphsf_e_	25.0	25.0	85300.0	85300.0
EX_4pyrdx_e_	25.0	25.0	85300.0	85300.0
EX_5adtststerone_e_	25.0	25.0	85300.0	85300.0
EX_5adtststeroneglc_e_	25.0	25.0	85300.0	85300.0
EX_5adtststerones_e_	25.0	25.0	85300.0	85300.0
EX_5dhf_e_	25.0	25.0	85300.0	85300.0
EX_5fthf_e_	25.0	25.0	85300.0	85300.0
EX_5homeprazole_e_	25.0	25.0	85300.0	85300.0
EX_5htrp_e_	25.0	25.0	85300.0	85300.0
EX_5mta_e_	25.0	25.0	85300.0	85300.0
EX_5mthf_e_	25.0	25.0	85300.0	85300.0
EX_5oxpro_e_	25.0	25.0	85300.0	85300.0
EX_5thf_e_	25.0	25.0	85300.0	85300.0
EX_6dhf_e_	25.0	25.0	85300.0	85300.0
EX_6htststerone_e_	25.0	25.0	85300.0	85300.0
EX_6thf_e_	25.0	25.0	85300.0	85300.0
EX_7dhf_e_	25.0	25.0	85300.0	85300.0
EX_7thf_e_	25.0	25.0	85300.0	85300.0
EX_9_cis_retfa_e_	25.0	25.0	85300.0	85300.0
EX_abt_e_	25.0	25.0	85300.0	85300.0
EX_ac_e_	25.0	25.0	85300.0	85300.0
EX_acac_e_	25.0	25.0	85300.0	85300.0
EX_acald_e_	25.0	25.0	85300.0	85300.0
EX_acetone_e_	25.0	25.0	85300.0	85300.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_cho_e_	25.0	25.0	85300.0	85300.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_cho_e_	25.0	25.0	85300.0	85300.0
EX_acgam_e_	25.0	25.0	85300.0	85300.0
EX_ach_e_	25.0	25.0	85300.0	85300.0
EX_acmana_e_	25.0	25.0	85300.0	85300.0
EX_acn13acngalgbside_cho_e_	25.0	25.0	85300.0	85300.0
EX_acn23acngalgbside_cho_e_	25.0	25.0	85300.0	85300.0
EX_acnacngal14acglcgalgluside_cho_e_	25.0	25.0	85300.0	85300.0
EX_acnacngalgbside_cho_e_	25.0	25.0	85300.0	85300.0
EX_acngalacglcgal14acglcgalgluside_cho_e_	25.0	25.0	85300.0	85300.0
EX_ade_e_	25.0	25.0	85300.0	85300.0
EX_adn_e_	25.0	25.0	85300.0	85300.0
EX_adp	25.0	25.0	85300.0	85300.0
EX_adprbp_e_	25.0	25.0	85300.0	85300.0
EX_adprib_e_	25.0	25.0	85300.0	85300.0
EX_adrn_e_	25.0	25.0	85300.0	85300.0
EX_adrnl_e_	25.0	25.0	85300.0	85300.0
EX_aflatoxin_e_	25.0	25.0	85300.0	85300.0
EX_ahcys_e_	25.0	25.0	85300.0	85300.0
EX_ahdt_e_	25.0	25.0	85300.0	85300.0
EX_aicar_e_	25.0	25.0	85300.0	85300.0
EX_ak2lgchol_cho_e_	25.0	25.0	85300.0	85300.0
EX_akg_e_	25.0	25.0	85300.0	85300.0
EX_ala_B_e_	25.0	25.0	85300.0	85300.0
EX_ala_D_e_	25.0	25.0	85300.0	85300.0
